Station ID,Latitude,Longitude,Name,Elevation,Years,Annual Average Weatherscore
65450099999,6.6666666,-0.75,"ABETIFI, GH",594.0,2023,9829.617151603661
71965099999,63.616389,-135.868333,"MAYO, CA",503.83,2023,19038.50556236757
16760099999,35.1833333,25.3166666,"KASTELI AIRPORT, GR",336.0,2023,6148.459111493364
87129099999,-27.765617,-64.310122,"SANTIAGO DEL ESTERO, AR",199.94,2023,7485.122688527325
62366199999,25.557111,34.582028,"MARSA ALAM INTERNATIONAL, EG",76.5,2023,4086.136127582468
56065099999,34.7333333,101.6,"HENAN, CH",3501.0,2023,13478.550724637664
11275099999,46.7333333,13.85,"ARRIACH, AU",892.3,2023,10948.629613797186
07476099999,43.9073,4.901831,"CAUMONT, FR",37.79,2023,9121.795711871615
43352099999,9.55,76.4166666,"ALAPUZHA, IN",4.0,2023,10610.20666611031
02327099999,62.05,14.4,"SVEG A, SW",362.0,2023,16050.89598584961
16716199999,37.936358,23.944467,"ELEFTHERIOS VENIZELOS INTERNATIONAL, GR",93.87,2023,5960.095657474529
72204012838,28.09969,-80.6356,"MELBOURNE INTERNATIONAL AIRPORT, FL US",6.7,2023,9485.248745015986
72096800340,35.704,-79.504,"SILER CITY MUNICIPAL AIRPORT, NC US",187.1,2023,8592.937967538222
97086099999,-1.038919,122.771906,"BUBUNG, ID",17.06,2023,8431.433913257579
01161099999,68.25,14.6666667,"SVOLVAER HELLE, NO",9.0,2023,17733.829166666663
78745099999,11.990961,-83.774086,"BLUEFIELDS, NU",6.09,2023,10936.765935346917
74780863803,33.97972,-83.96333,"LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US",323.4,2023,7799.470333345927
35437099999,48.817,58.217,"EMBA, KZ",230.0,2023,12253.589547104282
72233303069,38.09722,-106.16889,"SAGUACHE MUNICIPAL AIRPORT, CO US",2385.4,2023,11183.669546676985
94288099999,-16.95,145.75,"CAIRNS RACECOURSE, AS",401.0,2023,7164.051291730636
72234013865,32.33483,-88.75073,"MERIDIAN KEY FIELD, MS US",88.1,2023,9192.56205656588
74671013806,36.66667,-87.48333,"FORT CAMPBELL ARMY AIR FIELD, KY US",174.7,2023,9136.00279320171
68038099999,-20.553361,26.115778,"SUA PAN, BC",909.82,2023,11529.30772408695
98558099999,11.035544,125.741594,"GUIUAN, RP",2.13,2023,10326.842499943747
72356503959,36.7664,-96.01292,"BARTLESVILLE MUNICIPAL AIRPORT, OK US",210.4,2023,8986.428258693113
01108099999,65.7,11.85,"VEGA VALLSJO, NO",9.1,2023,14548.316064854353
91631099999,-5.6666667,176.1333333,"NANUMEA ISLAND, TV",3.0,2023,9710.1783527708
72650014972,43.16822,-95.21011,"SPENCER MUNICIPAL AIRPORT, IA US",407.5,2023,12918.249636055378
48602299999,6.194142,100.402608,"SULTAN ABDUL HALIM, MY",4.57,2023,12613.182232731753
03132099999,54.85,-4.95,"WEST FREUGH AUT, UK",12.0,2023,14321.098012364515
94321099999,-23.2666666,129.3666666,"WULUNGURRU, AS",455.0,2023,6030.224543047372
61995099999,-20.3,57.4666666,"VACOAS MAURITIUS, MP",425.0,2023,4267.544011532876
11272099999,46.7833333,13.4833333,"SPITTAL DRAU, AU",542.0,2023,10494.810505979178
72278023183,33.4278,-112.00365,"PHOENIX AIRPORT, AZ US",339.2,2023,6128.518645832406
67983099999,-20.2,32.6166667,"CHIPINGE, ZI",1132.0,2023,12337.041626835837
63881099999,-7.9666667,31.63,"SUMBAWANGA, TZ",1923.0,2023,3695.890911870703
02629099999,56.2833333,13.9333333,"HASTVEDA, SW",10.0,2023,138702.5019749668
56886099999,24.5333333,103.7666666,"LUXI, CH",1708.0,2023,4115.456930467061
14010099999,46.3666666,14.1833333,"LESCE, SI",515.0,2023,11403.581764448307
95641099999,-34.0333333,115.1,"WITCHCLIFFE, AS",81.0,2023,5241.80603065792
12882099999,47.488917,21.615331,"DEBRECEN, HU",110.03,2023,11321.167973632757
67877099999,-18.1833333,31.4666666,"GRASSLANDS, ZI",1632.0,2023,2034.3356160930848
40153099999,32.9666666,35.5,"HAR KNAAN ZEFAT, IS",934.0,2023,576681.7231537874
A0003103725,38.99417,-79.14417,"PETERSBURG GRANT CO AIRPORT, WV US",292.6,2023,10484.522791285857
58477099999,30.0333333,122.1166666,"DINGHAI, CH",37.0,2023,8057.585646879589
41749099999,26.219442,68.390053,"NAWABSHAH, PK",28.34,2023,9839.11795484187
16324099999,40.517514,17.403212,"GROTTAGLIE, IT",65.53,2023,6650.621653324561
17300099999,36.898731,30.800461,"ANTALYA, TU",53.94,2023,6698.71779114069
22602099999,63.8333333,30.8166666,"REBOLY, RS",182.0,2023,17369.077342511093
65387099999,6.165611,1.254511,"GNASSINGBE EYADEMA INTERNATIONAL, TO",21.94,2023,10297.055267870805
36152099999,50.8666666,78.35,"SEMIJARKA, KZ",149.0,2023,12846.795893567149
99999900423,30.44105,-93.47361,"DE QUINCY INDUSTRIAL AIRPARK, LA US",25.6,2023,7814.609219534707
56977099999,22.6166666,101.8166666,"JIANGCHENG, CH",1121.0,2023,14733.639792422591
72099599999,47.2833333,-110.366666,"BRAVO GEYSER, MT US",1234.44,2023,14136.685435433821
47882099999,33.827222,132.699722,"MATSUYAMA, JA",7.62,2023,8394.300545063137
71733099999,46.633333,-80.8,"SUDBURY CLIMATE, CA",348.0,2023,14609.541352434911
60040099999,28.945464,-13.605225,"LANZAROTE, SP",14.32,2023,4004.560524757313
29580099999,56.1666666,95.2666666,"SOLYANKA, RS",357.22,2023,18173.21885384364
89022099999,-75.61,-26.2722222,"HALLEY, AY",30.0,2023,27091.99861495844
06030099999,57.092789,9.849164,"FLYVESTATION AALBORG, DA",3.04,2023,17127.626659281646
89066099999,-68.1166666,-67.1333333,"BASE SAN MARTIN, AY",7.0,2023,23506.402203856745
30385099999,56.5833333,121.4833333,"UST NJUKZHA, RS",426.0,2023,20660.234423435042
59985099999,16.5333333,111.6166666,"SANHU DAO, CH",5.0,2023,8429.837660432466
08583099999,16.8333333,-25.05,"MINDELO, CV",20.0,2023,11381.897498764405
15194099999,46.2666666,26.65,"TARGU OCNA, RO",243.0,2023,8639.704089999943
02458099999,59.897328,17.588581,"UPPSALA, SW",20.72,2023,16846.714703841062
43404099999,9.65,80.0166666,"JAFFNA, CE",3.0,2023,9224.766342219866
72475623159,37.70127,-112.14897,"BRYCE CANYON AIRPORT, UT US",2309.9,2023,13782.453256188015
72203412812,26.91847,-81.99391,"PUNTA GORDA CHARLOTTE CO AIRPORT, FL US",6.1,2023,11079.388098037321
83698099999,-21.698333,-41.301669,"BARTOLOMEU LISANDRO, BR",17.37,2023,15674.245332872762
02486099999,59.3666666,17.5166666,"ADELSO, SW",6.0,2023,11343.942859546589
98334099999,15.75,121.6333333,"BALER RADAR, RP",178.0,2023,8820.570723547238
83780099999,-23.626692,-46.655375,"CONGONHAS, BR",801.92,2023,5698.561054575798
03140599999,58.0333333,1.4,"ANDREW OIL PLATFORM, UK",470.0,2023,20492.03191489361
78384011813,19.3,-81.36667,"ROBERTS, CJ",3.0,2023,10126.107704985005
12280099999,53.7833333,21.5833333,"MIKOLAJKI, PL",132.0,2023,14632.87282793706
41315099999,17.25,54.0833333,"QAIROON HAIRITI, MU",881.0,2023,3218.9204501493855
72040500436,41.41167,-96.10861,"BLAIR MUNICIPAL AIRPORT, NE US",395.9,2023,11660.269610248679
72240003937,30.12551,-93.22771,"LAKE CHARLES REGIONAL AIRPORT, LA US",2.0,2023,10228.793367671364
93420099999,-40.9,174.9833333,"PARAPARAUMU AWS, NZ",7.0,2023,8216.969620526916
78526011641,18.43261,-66.01065,"SAN JUAN L M MARIN INTERNATIONAL AIRPORT, PR US",3.0,2023,9460.485006252757
72606464709,43.39361,-70.70778,"SANFORD REGIONAL AIRPORT, ME US",74.4,2023,14056.252784332879
02720099999,67.701022,24.84685,"KITTILA, FI",196.29,2023,22488.498389176708
17042099999,41.4,41.4333333,"HOPA, TU",33.0,2023,6978.077537332658
65082099999,11.85,13.0833333,"MAIDUGURI, NI",354.0,2023,6577.01964333041
03347599999,53.394256,-1.388486,"SHEFFIELD CITY, UK",70.4,2023,12336.166737653182
11652099999,50.013419,15.738647,"PARDUBICE, EZ",225.85,2023,11734.315454914373
72070853849,32.8,-88.83333,"MERIDAN JOE WILLIAMS NOLF, MS US",164.6,2023,14984.876244691637
33717599999,47.8666666,28.2166666,"MARCULESTI INTERNATIONAL, MD",95.09,2023,257119.21463284723
47075099999,38.4166666,127.2833333,"PYONGGANG, KN",352.0,2023,11377.429115997598
61049099999,14.25,13.1166666,"N GUIGMI, NG",286.0,2023,8491.851977514045
84050099999,0.0166666,-79.3666666,"LA CONCORDIA, EC",360.0,2023,13620.140101026998
26324099999,57.35,23.1166666,"MERSRAGS, LG",6.0,2023,13854.831890915179
82984099999,-9.362411,-40.569097,"SENADOR NILO COELHO, BR",384.96,2023,6249.75738083591
69015093121,34.294,-116.14722,"TWENTYNINE PALMS MC, CA US",610.5,2023,5741.072161838169
36911099999,42.8333333,75.2833333,"TOKMAK, KG",817.0,2023,7700.912092827032
43225099999,14.7833333,74.1333333,"KARWAR, IN",4.0,2023,9988.681843664186
83721099999,-23.007383,-47.134522,"VIRACOPOS, BR",661.41,2023,6336.549005506269
17072099999,40.8333333,31.1666666,"DUZCE, TU",146.0,2023,8310.29015501334
02432099999,59.2333333,15.05,"OREBRO, SW",53.0,2023,11467.939056728123
72653094943,43.76667,-99.31833,"CHAMBERLAIN MUNICIPAL AIRPORT, SD US",519.1,2023,12226.3358117182
25745099999,62.4833333,166.2166666,"KAMENSKOE, RS",40.0,2023,26791.72134387353
67975099999,-20.055333,30.859111,"MASVINGO INTERNATIONAL, ZI",1095.75,2023,4759.635063157666
22619099999,63.2666666,33.4166666,"PADANY, RS",128.0,2023,16845.499999999996
38685099999,39.5,63.85,"KARAKUL, UZ",196.0,2023,5052.617939009802
52203099999,42.8166667,93.5166667,"HAMI, CH",739.0,2023,8244.760390860083
38301099999,42.8,67.417,"KYZYLKUM, KZ",185.0,2023,7728.851345249176
42909099999,20.9,70.3666666,"VERAVAL, IN",8.0,2023,6618.959206843779
35796099999,46.8,75.0833333,"BALHASH, KZ",350.0,2023,11646.048485017449
16344099999,39.3333333,16.4,"MONTE SCURO, IT",1677.0,2023,39105.148672172916
61090099999,13.778997,8.983761,"ZINDER, NG",462.07,2023,7910.170665707205
23776099999,62.4666666,89.0166666,"BAHTA, RS",57.05,2023,21055.786692886337
65439099999,7.361828,-2.328756,"SUNYANI, GH",309.06,2023,9731.376551875737
72207153935,35.09611,-97.96611,"CHICKASHA MUNICIPAL AIRPORT, OK US",350.5,2023,8958.646266459138
64705099999,10.4833333,16.7166666,"BOUSSO, CD",336.0,2023,6711.492548685853
70086027401,70.13389,-143.57694,"BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US",14.9,2023,36567.9160714286
71956199999,69.92551,-128.973,"NICHOLSON PENINSULA, CA",88.0,2023,115910.3592391151
72548804955,42.68083,-91.97444,"OELWEIN MUNICIPAL AIRPORT, IA US",328.0,2023,11041.936831882398
52378099999,41.3666666,102.3666666,"GUAIZIHU, CH",960.0,2023,8837.717018855217
70268527518,70.46722,-157.43583,"ATQASUK EDWARD BURNELL SR MEMORIAL AIRPORT, AK US",29.3,2023,31828.525936599413
02308099999,62.45,12.6666666,"TANNAS, SW",724.0,2023,16051.922131147545
72262023055,31.832739,-104.809025,"PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US",1655.0,2023,9287.810450593515
94171099999,-12.678611,141.925278,"WEIPA, AS",19.2,2023,7542.267424075184
94752099999,-33.9,150.7333333,"BADGERY S CREEK AIRPORT, AS",82.0,2023,72484.95741063541
93498099999,-40.9,176.2,"CASTLEPOINT, NZ",120.0,2023,11631.838140246122
47067099999,38.5,126.5333333,"SINGYE, KN",97.0,2023,10561.549862250542
60423099999,36.25,7.95,"SOUK AHRAS, AG",831.0,2023,7143.708711756797
27703099999,54.55,36.3666666,"KALUGA, RS",198.8,2023,16471.887318764246
02184099999,66.8166666,22.3333333,"PAHAROVA, SW",229.0,2023,69095.80535936044
27595099999,55.606186,49.278728,"KAZAN, RS",126.18,2023,16073.16202794431
72746604918,44.98611,-96.04333,"MADISON LAC QUI PALRLE CO AIRPORT, MN US",329.8,2023,13974.395080230794
08410099999,37.842006,-4.848878,"CORDOBA, SP",90.52,2023,7850.283773891333
51542099999,43.0333333,84.15,"BAYANBULAK, CH",2459.0,2023,17141.050287356302
02869099999,65.987575,29.239381,"KUUSAMO, FI",263.95,2023,21716.40000000001
16642199999,37.0166667,25.1333333,"PAROS, GR",36.0,2023,6021.03002679463
67633099999,-15.254542,23.162306,"MONGU, ZA",1063.14,2023,3265.4314954341503
41620099999,31.358381,69.463606,"ZHOB, PK",1417.32,2023,4579.767735281134
17192099999,38.3833333,34.05,"AKSARAY, TU",961.0,2023,6954.737997054323
72409614706,40.01667,-74.6,"MCGUIRE AFB, NJ US",39.9,2023,10036.585523178097
50557099999,49.1666666,125.2333333,"NENJIANG, CH",243.0,2023,14479.040227575306
72428704848,41.56327,-83.47671,"TOLEDO EXECUTIVE AIRPORT, OH US",189.0,2023,9873.961693629632
59948099999,18.2166666,109.5833333,"SANYA, CH",7.0,2023,13596.052989333988
47824099999,32.2166666,130.75,"HITOYOSHI, JA",147.7,2023,16374.981398558071
72286903171,33.95282,-117.43523,"RIVERSIDE MUNICIPAL AIRPORT, CA US",257.7,2023,5109.570716079502
08451099999,36.744622,-6.060111,"JEREZ, SP",28.34,2023,7506.369390589337
80421499999,10.912603,-63.9666,"DEL CARIBE INTERNATIONAL GEN SANTIAGO MARINO, VE",22.55,2023,10479.836368720351
48409099999,15.0852778,104.3305556,"SI SAKET AGROMET, TH",129.16,2023,9933.178586774098
11406099999,50.0666666,12.3833333,"CHEB, EZ",490.0,2023,14488.364543136739
61627099999,15.3833333,-15.1166667,"LINGUERE, SG",21.0,2023,10533.114016743504
53543099999,39.8333333,109.9833333,"DONGSHENG, CH",1459.0,2023,10150.75235607417
72092800315,40.28,-83.115,"DELAWARE MUNICIPAL JIM MOORE FIELD AIRPORT, OH US",288.0,2023,10203.557128117995
17100199999,39.9833333,43.8666666,"IGDIR AIRPORT, TU",946.0,2023,9282.754720464238
55591099999,29.6666667,91.1333333,"LHASA, CH",3650.0,2023,7111.711427707342
83115099999,-22.9333333,-43.7166666,"SANTA CRUZ AERO, BR",3.0,2023,5400.658864560212
50136099999,52.9666666,122.5333333,"MOHE, CH",438.0,2023,18599.679313299985
70133326643,66.06957,-162.76142,"DEERING AIRPORT, AK US",5.4,2023,23240.85242290749
16675099999,38.8833333,22.4333333,"LAMIA, GR",13.76,2023,5375.900294556076
07560099999,44.1166666,3.5833333,"MONT AIGOUAL, FR",1565.0,2023,30854.587902387815
99999900446,,,,,2023,11441.083947208816
56954099999,22.5666666,99.9333333,"LANCANG, CH",1054.0,2023,3942.0093246776905
10334099999,52.457333,9.427167,"WUNSTORF, GM",56.99,2023,12632.284219559573
06601099999,47.55,7.5833333,"BASEL BINNINGEN, SZ",317.0,2023,8814.487737424204
11900099999,48.5861111,18.8522222,"ZIAR NAD HRONOM, LO",275.0,2023,12103.35980534002
40405099999,26.3,43.7666666,"GASSIM, SA",648.0,2023,6564.28634691039
23724099999,62.4333333,60.8666666,"NJAKSIMVOL, RS",51.0,2023,15618.424746135372
91246041606,19.28333,166.65,"WAKE ISLAND, UM WQ",7.0,2023,8553.524591595296
35325099999,49.933,56.4,"LLINKA, KZ",188.0,2023,12919.528976082227
94767099999,-33.946111,151.177222,"SYDNEY INTERNATIONAL, AS",6.4,2023,6662.034698351541
15118099999,46.6833333,22.6166666,"STANA DE VALE, RO",1116.0,2023,13226.953460549934
71627999999,45.521694,-75.563589,"GATINEAU, CA",64.31,2023,13518.565825808913
47942599999,27.043964,128.401517,"YORON, JA",15.84,2023,7331.162911770306
61630099999,15.65,-13.25,"MATAM OURO SOGUI, SG",17.0,2023,11265.272768377909
72541404886,41.93333,-85.0525,"COLDWATER BRANCH CO MEMORIAL AIRPORT, MI US",292.3,2023,11993.662236057786
11386099999,47.5166666,16.1833333,"KRUMBACH ID BUCKLIGEN WELT, AU",545.0,2023,8815.079417147119
70261026411,64.80309,-147.87606,"FAIRBANKS INTERNATIONAL AIRPORT, AK US",131.1,2023,18810.464000741038
91665099999,-16.6833333,-179.8666667,"MATEI, FJ",21.0,2023,7487.7275168455735
71684099999,47.7,-79.85,"TIMISKAMING REGIONAL EARLTON, CA",243.23,2023,17146.185250336
01436099999,57.9833333,7.05,"LINDESNES FYR, NO",13.0,2023,18504.303278688523
84534099999,-9.1333333,-75.95,"TINGO MARIA, PE",665.0,2023,4850.437258421059
44302099999,47.7833333,112.1166666,"BAYAN OVOO, MG",926.0,2023,14809.08662435803
12235099999,53.7166666,17.55,"CHOJNICE, PL",172.0,2023,15680.474962477485
95481099999,-28.1,140.2,"MOOMBA AIRPORT, AS",38.0,2023,24691.15516751974
01114099999,66.9,13.6333333,"REIPA, NO",8.0,2023,13166.390222933083
98550099999,11.227628,125.027758,"DANIEL Z ROMUALDEZ, RP",3.04,2023,10560.490228287425
59254099999,23.4,110.0833333,"GUIPING, CH",44.0,2023,8163.871402502863
72268893034,32.6933,-103.2125,"HOBBS FAA, NM US",1114.0,2023,7158.300979208193
71597099999,68.635556,-95.849722,"GJOA HAVEN, CA",46.32,2023,32520.686629526474
57793099999,27.8,114.3833333,"YICHUN, CH",129.0,2023,8506.507402800476
11155099999,47.8166666,13.7166666,"FEUERKOGEL, AU",1620.1,2023,30268.499999999993
72405503714,39.07778,-77.5575,"LEESBURG EXECUTIVE AIRPORT, VA US",118.6,2023,8986.732863782207
74768613820,30.41667,-88.91667,"BILOXI KEESLER AFB, MS US",10.1,2023,8935.780025311396
27648099999,54.95,41.7666666,"ELAT MA, RS",136.0,2023,21802.666666666664
40631099999,34.9,43.5333333,"BAIJI, IZ",150.0,2023,6434.428571428571
60557099999,33.2666666,-0.3,"NAAMA, AG",1166.0,2023,5375.177227516502
72215653873,34.11587,-84.850713,"CARTERSVILLE AIRPORT, GA US",230.0,2023,8313.598062317047
29209099999,57.8,77.2166666,"MAJSK, RS",99.0,2023,16631.124813699385
15063099999,47.1833333,23.05,"ZALAU, RO",294.0,2023,10435.883419716462
55578099999,29.25,88.8833333,"XIGAZE, CH",3837.0,2023,7418.125360230541
72691724284,43.41333,-124.24361,"NORTH BEND SOUTHWEST OREGON REGIONAL AIRPORT, OR US",5.1,2023,12424.094863344519
72220912986,28.65417,-96.68139,"CALHOUN CO AIRPORT, TX US",9.1,2023,8934.208948555779
67265199999,-16.8333333,36.9833333,"MOCUBA, MZ",134.0,2023,724737.0011697606
72408013739,39.87326,-75.22681,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2.1,2023,9371.111818293311
74207864773,43.77917,-71.75361,"PLYMOUTH MUNICIPAL AIRPORT, NH US",153.9,2023,15653.508205800063
72091200302,29.233,-87.783,"VIOSCA KNOLL 768 OIL PLATFORM, AL US",53.0,2023,7716.021778839519
01122099999,65.783997,13.214914,"KJAERSTAD, NO",72.23,2023,19316.691177452136
43029099999,19.9666666,79.3,"CHANDRAPUR, IN",193.0,2023,12288.344810558221
54026099999,44.5666666,120.9,"JARUD QI, CH",266.0,2023,9831.68264431668
78704099999,15.93,-85.93,"TRUJILLO HONDURAS, HO",3.0,2023,8629.522733259384
08044099999,42.4333333,-8.6166666,"PONTEVEDRA, SP",108.0,2023,6917.081755069026
62458099999,28.9,33.1833333,"ABURDEES, EG",8.0,2023,3530.3709462303214
67580099999,-13.65,32.5666666,"MSEKERA, ZA",1025.0,2023,3163.5288646816084
61697099999,12.4102,-16.746125,"CAP SKIRING, SG",15.84,2023,8568.99422598492
72566594073,41.18944,-103.67083,"KIMBALL MUNICIPAL AIRPORT ROBERT E ARRAJ FIELD, NE US",1491.7,2023,11898.926942722816
35107099999,51.117,50.317,"KAMEMKA, KZ",72.0,2023,12732.156386274937
94954099999,-40.6666666,144.6833333,"CAPE GRIM BAPS, AS",92.0,2023,11363.528409090906
94651099999,-31.45,130.9,"NULLARBOR, AS",65.0,2023,6065.57137417092
72063400220,34.315,-81.109,"FAIRFIELD CO AIRPORT, SC US",176.2,2023,7785.413307423442
72201012836,24.55706,-81.75539,"KEY WEST INTERNATIONAL AIRPORT, FL US",0.3,2023,7897.829806419635
72466593010,39.27332,-103.66737,"LIMON, CO US",1633.1,2023,10887.036155794427
41675099999,30.203222,71.419111,"MULTAN INTERNATIONAL, PK",121.92,2023,9872.157170180755
72032604981,42.21861,-92.02583,"VINTON VETERANS MEMORIAL AIRPARK AIRPORT, IA US",257.6,2023,11299.947882128052
38565099999,40.55,65.6833333,"NURATA, UZ",485.0,2023,7202.63177306431
25042099999,69.9166666,167.9666666,"AJON, RS",13.7,2023,26265.34167529599
95370099999,-22.47,150.18,"WILLIAMSON, AS",28.0,2023,3666.7991233297657
72406793744,39.33333,-76.41667,"BALTIMORE MARTIN FIELD, MD US",6.4,2023,9622.850581654026
71872099999,81.1666666,-91.8166666,"SVARTEVAEG, CA",72.0,2023,25273.1908662463
66136199999,-15.267,12.15,"NAMIBE, AO",66.0,2023,2892.040943320461
72297023129,33.81177,-118.14718,"LONG BEACH DAUGHERTY AIRPORT, CA US",10.2,2023,4515.282014853475
94592099999,-28.164444,153.504722,"GOLD COAST, AS",6.4,2023,5667.050126864385
16231099999,41.7,15.95,"MONTE S. ANGELO, IT",844.0,2023,58746.483998368916
94147099999,-11.0166666,136.75,"CAPE WESSEL AWS, AS",19.0,2023,13064.884526754766
94889099999,-36.4166666,146.3,"WANGARATTA AERO, AS",153.0,2023,6253.939536738626
86268099999,-26.1833333,-56.3666666,"CAAZAPA, PA",140.0,2023,6567.0065518049805
86068099999,-22.044986,-60.621694,"DR LUIS MARIA ARGANA INTERNATIONAL, PA",168.55,2023,8205.677931531229
57306099999,31.5833333,105.9666666,"LANGZHONG, CH",385.0,2023,7771.903240988409
47678099999,33.1166666,139.7833333,"HACHIJOJIMA, JA",152.6,2023,12470.486598271738
42693099999,23.1666666,83.25,"AMBIKAPUR, IN",611.0,2023,6115.2813580183365
78485099999,18.429664,-69.668925,"LAS AMERICAS INTERNATIONAL, DR",17.98,2023,10353.833030525911
07570099999,44.5333333,4.3666666,"LANAS SYN, FR",280.0,2023,7996.587043965035
47585099999,39.65,141.9666666,"MIYAKO, JA",47.0,2023,11678.012806637607
91197521510,19.73782,-156.04795,"KAILUA KONA KE AHOLE AIRPORT, HI US",11.3,2023,3750.598874576023
72096700457,30.7183,-91.4786,"FALSE RIVER REGIONAL AIRPORT, LA US",12.2,2023,9040.632562608174
72234254931,44.24917,-95.60722,"TRACY MUNICIPAL AIRPORT, MN US",408.4,2023,15874.35708477333
02423099999,59.8666666,13.1166666,"SUNNE, SW",109.0,2023,14235.980703990628
84410099999,-5.5833333,-78.7666666,"JAEN, PE",755.0,2023,88057.26962280108
95527099999,-29.4914,149.8458,"MOREE AERO, AS",218.5,2023,30220.44650741495
12285099999,53.0833333,21.5666666,"OSTROLEKA, PL",97.0,2023,13225.591085478987
72417613736,39.64981,-79.92064,"MORGANTOWN MUNICIPAL AIRPORT, WV US",373.6,2023,10258.085782637712
41744099999,27.8333333,66.6333333,"KHUZDAR, PK",1232.0,2023,3520.4399845940916
28411099999,56.8333333,53.45,"IZHEVSK, RS",159.0,2023,15238.88624574413
29481099999,56.85,95.2166666,"DZERZHINSKOE, RS",188.0,2023,17904.71237037605
42423199999,26.731528,94.175536,"JORHAT, IN",94.79,2023,10444.869898076393
72477693075,38.75006,-109.76267,"MOAB CANYONLAND AIRPORT, UT US",1387.1,2023,8458.922355184226
65473099999,5.6166667,0.0,"TEMA, GH",18.0,2023,8416.641371679683
12330099999,52.421031,16.826325,"LAWICA, PL",93.87,2023,14165.83274427864
28661099999,55.4666666,65.4,"KURGAN, RS",74.0,2023,14365.401272586721
47490599999,42.890544,143.158475,"TOKACHI, JA",85.64,2023,12040.65066243468
29405099999,56.6,76.5666666,"KYSTOVKA, RS",116.0,2023,15744.2051417607
72427303804,39.33948,-81.44379,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",245.3,2023,11673.552739676865
11813099999,48.1666666,17.1166666,"BRATISLAVA LOLIBA, LO",163.07,2023,9367.120602361389
